transaction_id,date,client_id,amount_chf,original_currency,direction,type,counterparty_bank,counterparty_entity
TR00000177,2025-05-30,CL000001,1339.95,GBP,Credit,Security,GQTNKPWJ,Premier Commerce Group
TR00000178,2025-05-07,CL000001,3927.67,CHF,Debit,Security,LIIZRUOS,Global Wealth Trading
TR00000179,2025-05-13,CL000001,7985.11,CHF,Credit,Wire Transfer,OBYCSD1W,Omega Financial GmbH
TR00000180,2025-05-25,CL000001,3766.54,EUR,Debit,Security,TRHRHKWD,Prime GmbH
TR00000181,2025-06-02,CL000001,5423.13,CHF,Credit,Wire Transfer,CAOZYEMX,Prime Limited
TR00000182,2025-05-11,CL000001,712.18,CAD,Credit,Wire Transfer,NEGKVETI,Elite AG
TR00000183,2025-05-29,CL000001,1318.89,CHF,Debit,Wire Transfer,JBRISGL4,Omega AG
TR00000184,2025-05-07,CL000001,733.2,CHF,Debit,Wire Transfer,BNWBSEC5,Elite Group
TR00000185,2025-05-16,CL000001,2686.19,EUR,Debit,Security,JHSDSOBB,International Group
TR00000186,2025-06-29,CL000001,2961.18,GBP,Credit,Wire Transfer,ZVWAAT0L,International AG
TR00000187,2025-06-22,CL000001,469.02,CHF,Credit,Wire Transfer,DDROYEHZ,Premier GmbH
TR00000188,2025-06-09,CL000001,525.33,EUR,Debit,Wire Transfer,IDZEFIPZ,First Investments
TR00000189,2025-06-05,CL000001,871.36,CHF,Debit,Wire Transfer,LIIZRUOS,First Group
TR00000190,2025-06-10,CL000001,1932.4,AUD,Credit,Security,ILRNHK28,International Corp
TR00000191,2025-07-01,CL000001,1247.18,CHF,Debit,Cash,,
TR00000192,2025-06-29,CL000001,445.03,GBP,Debit,Cash,,
TR00000193,2025-06-12,CL000001,920.69,CHF,Debit,Wire Transfer,TEPTYEE3,First Capital
TR00000194,2025-06-23,CL000001,1598.21,CHF,Debit,Security,KFKXKPVZ,Prime Partners
TR00000195,2025-06-20,CL000001,1681.79,EUR,Credit,Wire Transfer,RVUFGBBL,Alpha Asset Trading
TR00000196,2025-06-03,CL000001,1265.4,CHF,Credit,Wire Transfer,DDROYEHZ,Global GmbH
TR00000197,2025-06-08,CL000001,2251.84,EUR,Debit,Cash,,
TR00000198,2025-06-15,CL000001,657.52,CHF,Debit,Wire Transfer,VOXTKPRJ,Prime Financial Investments
TR00000199,2025-06-28,CL000001,964.88,CHF,Credit,Security,KRHINO1C,Beta Commerce Capital
TR00000200,2025-07-21,CL000001,2864.22,CHF,Credit,Wire Transfer,SBRQAFD1,United AG
TR00000201,2025-07-05,CL000001,298.27,USD,Credit,Wire Transfer,QMUCLYHY,Elite Holdings
TR00000202,2025-07-22,CL000001,9566.24,USD,Debit,Wire Transfer,LJNIAF43,Beta Limited
TR00000203,2025-07-11,CL000001,2332.77,CHF,Credit,Cash,GCGOSDFO,Omega Group
TR00000204,2025-07-10,CL000001,3305.84,CHF,Debit,Wire Transfer,JKDRIR64,First Commerce Holdings
TR00000205,2025-07-30,CL000001,5043.61,USD,Credit,Cash,QMUCLYHY,Alpha Capital
TR00000206,2025-07-19,CL000001,2929.09,EUR,Debit,Wire Transfer,ZVZYNL4F,Beta GmbH
TR00000207,2025-07-30,CL000001,4103.21,CHF,Debit,Wire Transfer,QMUCLYHY,United Asset Investments
TR00000208,2025-07-25,CL000001,1093.65,EUR,Credit,Security,LJNIAF43,United AG
TR00000209,2025-07-12,CL000001,1228.58,GBP,Credit,Wire Transfer,OHZDZW1V,International Partners
TR00000210,2025-07-23,CL000001,474.68,CHF,Debit,Wire Transfer,WGELNLPK,International Group
TR00000211,2025-07-09,CL000001,965.14,CHF,Credit,Wire Transfer,OITLIR36,Prime Corp
TR00000212,2025-07-22,CL000001,526.14,CHF,Credit,Wire Transfer,NTUXSYRJ,International Limited
TR00000213,2025-07-06,CL000001,697.13,EUR,Debit,Wire Transfer,LZZBNOHJ,Elite AG
TR00000214,2025-07-08,CL000001,875.08,USD,Debit,Cheque,RYDDDKDT,Prime Wealth Investments
TR00000215,2025-07-24,CL000001,435.01,USD,Credit,Wire Transfer,WKQEAT75,Elite Partners
TR00000216,2025-07-16,CL000001,1180.24,JPY,Credit,Wire Transfer,SKRJJP6Q,First Trade Partners
TR00000217,2025-07-21,CL000001,1879.84,EUR,Credit,Wire Transfer,ESEJFR9X,Alpha Capital
TR00000218,2025-08-22,CL000001,206.8,CHF,Credit,Wire Transfer,QMUCLYHY,First Wealth Group
TR00000219,2025-08-23,CL000001,1631.93,CNY,Debit,Wire Transfer,MKRUSY04,Global Trading
TR00000220,2025-08-19,CL000001,3161.24,USD,Debit,Wire Transfer,NPZYJP1Y,Alpha Financial Limited
TR00000221,2025-08-25,CL000001,323.55,EUR,Debit,Wire Transfer,VKBQZWBF,United AG
TR00000222,2025-08-07,CL000001,1326.8,EUR,Credit,Wire Transfer,TEPTYEE3,Elite Limited
TR00000223,2025-08-20,CL000001,113.72,EUR,Debit,Wire Transfer,XZNXSYVX,Prime Corp
TR00000224,2025-08-03,CL000001,512.5,CHF,Credit,Cheque,DXGPNOWP,United Investments
TR00000225,2025-08-29,CL000001,2836.98,USD,Credit,Security,NQQXMM1Q,Beta Partners
TR00000226,2025-08-15,CL000001,1617.3,USD,Credit,Wire Transfer,UQTYYEHA,United Capital
TR00000227,2025-08-03,CL000001,3684.68,CHF,Debit,Security,ITJTYE3J,Beta Investments
TR00000228,2025-08-15,CL000001,5138.44,USD,Debit,Wire Transfer,LIIZRUOS,Alpha Wealth GmbH
TR00000229,2025-08-08,CL000001,896.1,CHF,Debit,Wire Transfer,TEKHDEH1,Global Trading
TR00000230,2025-08-31,CL000001,1586.8,GBP,Credit,Wire Transfer,TLPJUS9E,Elite Corp
TR00000231,2025-08-31,CL000001,2352.37,CHF,Debit,Wire Transfer,CLLYCA5J,First Investments
TR00000232,2025-08-08,CL000001,451.59,USD,Credit,Cheque,LJNIAF43,Prime Investments
TR00000233,2025-08-30,CL000001,875.89,JPY,Debit,Wire Transfer,XUFUIRZQ,Beta GmbH
TR00000234,2025-08-27,CL000001,4139.42,CHF,Credit,Wire Transfer,KXLGGBIU,Omega Capital
TR00000235,2025-08-02,CL000001,2587.23,CHF,Debit,Cash,,
TR00000236,2025-09-27,CL000001,983.85,USD,Debit,Wire Transfer,UWVGBE2D,Alpha Partners
TR00000237,2025-09-05,CL000001,1352.17,USD,Debit,Wire Transfer,YUHSSE02,Omega Partners
TR00000238,2025-09-07,CL000001,6074.94,JPY,Debit,Security,OQXVCUCF,Elite Wealth Limited
TR00000239,2025-09-15,CL000001,249.67,EUR,Debit,Wire Transfer,GCGOSDFO,United Corp
TR00000240,2025-09-07,CL000001,1235.36,USD,Debit,Security,SHIKSGOK,Premier Corp
TR00000241,2025-09-27,CL000001,287.79,EUR,Debit,Wire Transfer,MWXESEAO,Premier Investments
TR00000242,2025-09-05,CL000001,1935.68,CHF,Credit,Wire Transfer,DDROYEHZ,First Partners
TR00000243,2025-09-27,CL000001,445.27,USD,Debit,Wire Transfer,YUHSSE02,International Capital
TR00000244,2025-09-06,CL000001,1792.23,CHF,Debit,Security,UJXHSDVP,Premier AG
TR00000245,2025-09-13,CL000001,4409.52,USD,Debit,Security,XUFUIRZQ,Premier Group
TR00000246,2025-09-07,CL000001,2659.26,EUR,Debit,Cheque,ILRNHK28,Global Capital
TR00000247,2025-09-21,CL000001,1763.25,GBP,Debit,Wire Transfer,WGELNLPK,Prime Capital
TR00000248,2025-09-17,CL000001,1719.12,CNY,Credit,Cash,OITLIR36,Beta Trade Limited
TR00000249,2025-09-26,CL000001,323.53,EUR,Credit,Wire Transfer,NQQXMM1Q,Beta Trade Group
TR00000250,2025-09-24,CL000001,1347.29,CHF,Credit,Security,ITJTYE3J,Alpha Asset Corp
TR00000251,2025-09-21,CL000001,1660.54,USD,Debit,Cheque,ORIMVELR,United AG
TR00000252,2025-09-08,CL000001,1083.88,CHF,Credit,Wire Transfer,QMUCLYHY,Alpha AG
TR00000253,2025-09-28,CL000001,335.18,GBP,Debit,Wire Transfer,PNYFNOZI,Beta Partners
TR00000254,2025-09-27,CL000001,647.83,GBP,Debit,Wire Transfer,UFAFBEL5,International Wealth Limited
TR00000255,2025-09-26,CL000001,2568.5,USD,Debit,Cash,,
TR00000256,2025-09-06,CL000001,619.9,CHF,Debit,Security,VKBQZWBF,United Capital
TR00000257,2025-09-26,CL000001,156.53,USD,Credit,Wire Transfer,YUHSSE02,Premier Investments
TR00000258,2025-09-12,CL000001,4417.54,USD,Debit,Wire Transfer,PDTOCA2T,International Partners
TR00000259,2025-09-02,CL000001,822.07,USD,Credit,Security,PZRADK3K,Premier Financial Corp
TR00000260,2025-01-09,CL000002,45380.62,CNY,Credit,Wire Transfer,GGOCJP03,Elite Limited
TR00000261,2025-01-11,CL000002,40492.19,EUR,Credit,Wire Transfer,ZHQKBE9T,Premier Investments
TR00000262,2025-01-11,CL000002,24973.95,CNY,Credit,Wire Transfer,LJNIAF43,First Holdings
TR00000263,2025-01-09,CL000002,8890.4,CHF,Credit,Wire Transfer,JKDRIR64,Global AG
TR00000264,2025-01-11,CL000002,24747.65,GBP,Credit,Wire Transfer,KXLGGBIU,Alpha Capital
TR00000265,2025-01-14,CL000002,19261.12,CNY,Debit,Wire Transfer,ORIMVELR,Beta Trade GmbH
TR00000266,2025-01-13,CL000002,25991.07,CHF,Debit,Wire Transfer,JKDRIR64,Elite GmbH
