transaction_id,date,client_id,amount_chf,original_currency,direction,type,counterparty_bank,counterparty_entity
TR00000570,2024-12-02,CL000003,1246.28,CHF,Credit,Wire Transfer,PDDIAT62,Alpha GmbH
TR00000571,2024-12-02,CL000003,2862.24,CHF,Debit,Security,KFKXKPVZ,Beta Wealth GmbH
TR00000572,2024-11-17,CL000003,577.03,EUR,Debit,Wire Transfer,DXGPNOWP,Global Group
TR00000573,2024-11-27,CL000003,512.08,USD,Debit,Security,UECLNLPQ,Global Holdings
TR00000574,2024-11-18,CL000003,796.3,EUR,Credit,Security,HGSSCUQY,Alpha Group
TR00000575,2024-12-03,CL000003,1928.62,CHF,Debit,Wire Transfer,PTLXIRUZ,Alpha Capital
TR00000576,2024-11-24,CL000003,3802.02,GBP,Debit,Wire Transfer,PDTOCA2T,United Corp
TR00000577,2024-11-23,CL000003,2943.24,EUR,Credit,Security,UWVGBE2D,Beta Wealth Capital
TR00000578,2024-11-19,CL000003,533.21,CAD,Credit,Wire Transfer,YCZEBE8J,International Investments
TR00000579,2024-11-09,CL000003,4947.54,CHF,Credit,Wire Transfer,IDZEFIPZ,International Commerce Investments
TR00000580,2024-11-09,CL000003,924.78,EUR,Credit,Wire Transfer,TEKHDEH1,Elite Capital
TR00000581,2024-11-30,CL000003,384.15,CHF,Debit,Cash,,
TR00000582,2024-11-09,CL000003,5283.97,USD,Credit,Wire Transfer,ZNDRJP8F,Beta Trading
TR00000583,2024-11-23,CL000003,1048.76,EUR,Credit,Cash,XEBLLUS3,Beta Trade AG
TR00000584,2024-12-02,CL000003,4648.23,GBP,Debit,Security,TPAFBYY4,Premier Trading
TR00000585,2024-12-02,CL000003,11941.34,EUR,Credit,Cheque,ZHQKBE9T,United Trade Trading
TR00000586,2024-12-15,CL000003,352.75,USD,Credit,Wire Transfer,GGOCJP03,United Investments
TR00000587,2024-12-08,CL000003,831.16,CHF,Credit,Wire Transfer,WWFVBEQK,Premier Holdings
TR00000588,2024-12-16,CL000003,1646.06,CHF,Credit,Cash,QMUCLYHY,Premier Investments
TR00000589,2025-01-03,CL000003,2770.12,USD,Credit,Cash,VZMKBYLD,United Holdings
TR00000590,2024-12-14,CL000003,1652.2,CHF,Debit,Wire Transfer,AIAYCA53,Premier AG
TR00000591,2025-01-02,CL000003,581.1,CAD,Debit,Wire Transfer,PTLXIRUZ,Alpha Limited
TR00000592,2024-12-27,CL000003,1253.1,CHF,Debit,Wire Transfer,XZNXSYVX,Prime GmbH
TR00000593,2024-12-08,CL000003,1190.65,CHF,Credit,Cash,HYQTSODA,United AG
TR00000594,2024-12-29,CL000003,1870.05,USD,Credit,Wire Transfer,ILRNHK28,Premier Limited
TR00000595,2024-12-05,CL000003,1024.92,CAD,Debit,Wire Transfer,WPSBFRIK,Omega Investments
TR00000596,2024-12-30,CL000003,361.72,CHF,Credit,Wire Transfer,SKRJJP6Q,United Capital
TR00000597,2025-01-11,CL000003,7658.65,CHF,Debit,Security,JBRISGL4,International Trade GmbH
TR00000598,2025-01-24,CL000003,794.63,USD,Credit,Wire Transfer,JFGYFRXV,Omega Corp
TR00000599,2025-01-04,CL000003,1132.7,USD,Credit,Wire Transfer,NPZYJP1Y,First Partners
TR00000600,2025-01-06,CL000003,566.94,USD,Debit,Security,ITJTYE3J,International Asset Limited
TR00000601,2025-01-15,CL000003,1791.16,USD,Debit,Security,CKAFCHSA,Alpha Financial Trading
TR00000602,2025-01-11,CL000003,2551.88,CHF,Credit,Security,ENLHBY9P,International Limited
TR00000603,2025-01-30,CL000003,857.0,GBP,Credit,Wire Transfer,ISHGLYEG,First Commerce Corp
TR00000604,2025-01-20,CL000003,2781.62,CHF,Credit,Wire Transfer,SKRJJP6Q,Beta Holdings
TR00000605,2025-01-13,CL000003,692.64,USD,Credit,Wire Transfer,SZNHLYDG,Prime Holdings
TR00000606,2025-01-26,CL000003,1110.7,CHF,Credit,Wire Transfer,UQTYYEHA,United Group
TR00000607,2025-01-29,CL000003,1734.61,USD,Debit,Security,ORIMVELR,Alpha Trade GmbH
TR00000608,2025-01-10,CL000003,3900.11,EUR,Credit,Wire Transfer,TRHRHKWD,United Trade Capital
TR00000609,2025-01-09,CL000003,595.37,CHF,Credit,Wire Transfer,GYLWNLTB,Prime Capital
TR00000610,2025-01-05,CL000003,1373.72,CHF,Credit,Wire Transfer,ENLHBY9P,Elite Trade AG
TR00000611,2025-01-30,CL000003,4148.04,EUR,Debit,Security,QMUCLYHY,Elite Partners
TR00000612,2025-01-09,CL000003,892.44,GBP,Credit,Wire Transfer,QFXWAUCI,Beta Asset Investments
TR00000613,2025-02-03,CL000003,3946.62,USD,Debit,Security,HYQTSODA,Elite Partners
TR00000614,2025-02-08,CL000003,536.83,USD,Credit,Security,TRHRHKWD,Prime Wealth Limited
TR00000615,2025-02-16,CL000003,377.07,CHF,Debit,Wire Transfer,YRCXUS11,Elite AG
TR00000616,2025-02-26,CL000003,2152.66,USD,Credit,Security,ZVZYNL4F,United Group
TR00000617,2025-02-28,CL000003,357.07,USD,Credit,Security,SKRJJP6Q,First Financial Partners
TR00000618,2025-02-23,CL000003,5892.76,USD,Credit,Security,MTWDUSFY,United Trade AG
TR00000619,2025-02-24,CL000003,714.28,CHF,Debit,Wire Transfer,PNYFNOZI,Omega Corp
TR00000620,2025-02-13,CL000003,845.14,GBP,Debit,Wire Transfer,NPZYJP1Y,Global Holdings
TR00000621,2025-02-03,CL000003,224.8,EUR,Debit,Security,GSSBKPOT,Prime Partners
TR00000622,2025-02-10,CL000003,2371.43,USD,Credit,Security,WPSBFRIK,Alpha Trade AG
TR00000623,2025-02-20,CL000003,146.83,EUR,Debit,Wire Transfer,YUHSSE02,Elite Asset Limited
TR00000624,2025-02-05,CL000003,342.25,EUR,Credit,Wire Transfer,JKDRIR64,First Group
TR00000625,2025-02-19,CL000003,2232.57,JPY,Credit,Security,AIAYCA53,Global Investments
TR00000626,2025-02-21,CL000003,1485.66,CHF,Credit,Wire Transfer,UFAFBEL5,Beta Investments
TR00000627,2025-03-02,CL000003,569.9,GBP,Credit,Wire Transfer,PZRADK3K,First Holdings
TR00000628,2025-03-04,CL000003,450.58,GBP,Credit,Wire Transfer,FIPFAUHC,United Holdings
TR00000629,2025-03-01,CL000003,8759.46,USD,Debit,Wire Transfer,GGOCJP03,Alpha Partners
TR00000630,2025-02-20,CL000003,3696.57,CNY,Debit,Cash,,
TR00000631,2025-02-07,CL000003,2789.79,CHF,Credit,Wire Transfer,OBYCSD1W,United AG
TR00000632,2025-03-13,CL000003,3433.81,CHF,Debit,Wire Transfer,HYQTSODA,Alpha Partners
TR00000633,2025-03-12,CL000003,451.79,CHF,Debit,Wire Transfer,KRHINO1C,Global Group
TR00000634,2025-03-09,CL000003,1210.89,CHF,Debit,Security,WXFGATD2,Omega Group
TR00000635,2025-04-03,CL000003,2852.43,GBP,Debit,Security,LJNIAF43,Elite Trading
TR00000636,2025-03-16,CL000003,1312.28,CHF,Credit,Wire Transfer,TPAFBYY4,International Limited
TR00000637,2025-04-02,CL000003,3151.55,GBP,Debit,Cash,,
TR00000638,2025-03-27,CL000003,1280.58,EUR,Credit,Wire Transfer,JKDRIR64,Beta Trading
TR00000639,2025-03-26,CL000003,6638.05,CHF,Debit,Wire Transfer,ZVZYNL4F,Prime Corp
TR00000640,2025-03-12,CL000003,282.27,USD,Debit,Wire Transfer,TLPJUS9E,Premier GmbH
TR00000641,2025-03-05,CL000003,1606.4,CHF,Credit,Wire Transfer,NTUXSYRJ,International Wealth Partners
TR00000642,2025-03-26,CL000003,296.35,EUR,Debit,Wire Transfer,GGOCJP03,United Investments
TR00000643,2025-03-27,CL000003,1191.98,EUR,Debit,Wire Transfer,OITLIR36,Prime Financial GmbH
TR00000644,2025-03-27,CL000003,308.68,GBP,Credit,Wire Transfer,KXLGGBIU,Global Trade Holdings
TR00000645,2025-03-11,CL000003,1835.23,CHF,Debit,Wire Transfer,ZHQKBE9T,International GmbH
TR00000646,2025-03-30,CL000003,2421.83,EUR,Credit,Wire Transfer,XEBLLUS3,Prime Financial AG
TR00000647,2025-03-31,CL000003,776.61,GBP,Credit,Wire Transfer,CKAFCHSA,Global Trading
TR00000648,2025-03-05,CL000003,828.19,JPY,Debit,Security,CLWESYJL,Global Wealth Limited
TR00000649,2025-03-06,CL000003,463.79,CHF,Debit,Wire Transfer,WGELNLPK,United AG
TR00000650,2025-04-03,CL000003,1789.38,CHF,Debit,Wire Transfer,ENLHBY9P,Global Trading
TR00000651,2025-04-03,CL000003,604.82,CHF,Debit,Wire Transfer,RFDYAUUR,International Limited
TR00000652,2025-03-27,CL000003,481.94,CHF,Debit,Wire Transfer,WPSBFRIK,Global Trading
TR00000653,2025-03-26,CL000003,1401.29,USD,Credit,Cash,YCZEBE8J,Premier Holdings
TR00000654,2025-04-30,CL000003,2263.93,JPY,Debit,Wire Transfer,LJNIAF43,Elite Partners
TR00000655,2025-04-20,CL000003,2195.04,USD,Credit,Security,PZRADK3K,United Capital
TR00000656,2025-04-04,CL000003,5302.43,CHF,Credit,Wire Transfer,DXGPNOWP,Premier AG
TR00000657,2025-04-21,CL000003,2072.08,CAD,Credit,Security,HPSFDKWJ,International Holdings
TR00000658,2025-04-24,CL000003,3690.08,EUR,Debit,Security,DDROYEHZ,Omega AG
TR00000659,2025-05-03,CL000003,388.2,CHF,Debit,Security,ILRNHK28,Beta Partners
TR00000660,2025-04-07,CL000003,3141.77,CHF,Debit,Cheque,TEPTYEE3,Alpha GmbH
TR00000661,2025-04-07,CL000003,6123.16,EUR,Credit,Wire Transfer,UQTYYEHA,Prime GmbH
TR00000662,2025-05-01,CL000003,824.88,AUD,Debit,Wire Transfer,CAOZYEMX,International Investments
TR00000663,2025-04-09,CL000003,484.75,CNY,Debit,Wire Transfer,OBYCSD1W,Elite GmbH
TR00000664,2025-04-19,CL000003,619.31,GBP,Debit,Wire Transfer,JBRISGL4,Global Financial Capital
TR00000665,2025-04-17,CL000003,776.99,CHF,Debit,Wire Transfer,YGIUHKFB,First Group
TR00000666,2025-05-03,CL000003,2430.34,USD,Debit,Security,CGCHFRWN,First Partners
TR00000667,2025-04-18,CL000003,410.79,CHF,Credit,Wire Transfer,DDROYEHZ,United Capital
TR00000668,2025-04-11,CL000003,1592.35,CHF,Credit,Wire Transfer,RVUFGBBL,United Limited
TR00000669,2025-04-07,CL000003,6519.51,CHF,Debit,Security,CAIRAF8O,Global Capital
TR00000670,2025-04-12,CL000003,3063.08,USD,Debit,Security,IDZEFIPZ,Prime Group
TR00000671,2025-04-18,CL000003,705.35,GBP,Debit,Security,HMIZSOJ5,United GmbH
TR00000672,2025-04-13,CL000003,2454.32,CHF,Credit,Wire Transfer,AIAYCA53,Elite Limited
TR00000673,2025-04-19,CL000003,2265.72,CHF,Debit,Cash,,
TR00000674,2025-05-21,CL000003,2640.23,CHF,Debit,Security,IGYHVEQ1,United Financial Partners
TR00000675,2025-05-13,CL000003,690.56,CAD,Debit,Wire Transfer,UECLNLPQ,Premier GmbH
TR00000676,2025-05-21,CL000003,3293.61,USD,Credit,Wire Transfer,HGSSCUQY,Omega Trade Partners
TR00000677,2025-05-18,CL000003,1364.58,EUR,Credit,Security,XZNXSYVX,United Holdings
TR00000678,2025-05-05,CL000003,5184.65,GBP,Credit,Wire Transfer,NPZYJP1Y,International Partners
TR00000679,2025-05-12,CL000003,150.96,EUR,Debit,Wire Transfer,XEBLLUS3,United Partners
TR00000680,2025-05-22,CL000003,1807.1,EUR,Debit,Cash,,
TR00000681,2025-05-09,CL000003,1256.2,JPY,Debit,Wire Transfer,TLPJUS9E,First Holdings
TR00000682,2025-05-11,CL000003,928.91,CHF,Credit,Wire Transfer,YGIUHKFB,Beta Commerce Partners
TR00000683,2025-05-10,CL000003,861.45,CHF,Credit,Wire Transfer,LJNIAF43,Premier Asset Group
TR00000684,2025-05-11,CL000003,977.24,GBP,Debit,Cash,,
TR00000685,2025-05-17,CL000003,592.68,EUR,Credit,Security,IGYHVEQ1,First GmbH
TR00000686,2025-05-22,CL000003,1440.61,GBP,Credit,Wire Transfer,OCYRFIFB,Beta Corp
TR00000687,2025-05-23,CL000003,5466.66,USD,Debit,Wire Transfer,SRZCNLOM,First Trade Capital
TR00000688,2025-05-20,CL000003,1468.92,CNY,Credit,Security,GCGOSDFO,Alpha Wealth GmbH
TR00000689,2025-05-11,CL000003,262.14,CHF,Credit,Wire Transfer,DNTELYHR,Alpha Corp
TR00000690,2025-06-01,CL000003,3698.72,EUR,Credit,Wire Transfer,VOXTKPRJ,Prime Asset Capital
TR00000691,2025-05-06,CL000003,1493.33,CHF,Debit,Wire Transfer,KFKXKPVZ,Omega Holdings
TR00000692,2025-05-09,CL000003,1723.38,AUD,Credit,Security,ISHGLYEG,Elite Financial AG
TR00000693,2025-05-25,CL000003,529.92,CHF,Credit,Security,WPSBFRIK,Premier GmbH
TR00000694,2025-05-05,CL000003,705.06,JPY,Debit,Security,HYQTSODA,Premier Wealth Corp
TR00000695,2025-05-10,CL000003,1105.42,USD,Credit,Wire Transfer,UWVGBE2D,Alpha Group
TR00000696,2025-06-30,CL000003,529.36,USD,Debit,Security,KXLGGBIU,Beta Trade AG
TR00000697,2025-06-03,CL000003,1419.64,EUR,Debit,Cheque,CAIRAF8O,Beta Holdings
TR00000698,2025-06-14,CL000003,8529.32,USD,Credit,Wire Transfer,YCZEBE8J,Omega Financial Partners
TR00000699,2025-06-05,CL000003,1668.56,JPY,Credit,Wire Transfer,RYDDDKDT,Omega Holdings
TR00000700,2025-06-14,CL000003,373.7,GBP,Debit,Wire Transfer,ZNDRJP8F,International GmbH
TR00000701,2025-06-05,CL000003,1853.57,EUR,Credit,Security,NZJOFR3W,First GmbH
TR00000702,2025-06-16,CL000003,967.78,CHF,Debit,Security,VKBQZWBF,Prime Limited
TR00000703,2025-07-01,CL000003,527.11,GBP,Debit,Security,UJXHSDVP,United Capital
TR00000704,2025-06-23,CL000003,7109.21,CHF,Debit,Security,GGOCJP03,Omega Group
TR00000705,2025-06-15,CL000003,576.76,GBP,Debit,Wire Transfer,CAOZYEMX,Premier Group
TR00000706,2025-06-25,CL000003,2568.23,CHF,Credit,Wire Transfer,YUQRCU7P,International Asset Capital
TR00000707,2025-06-11,CL000003,575.35,CHF,Credit,Security,OITLIR36,Beta Trading
TR00000708,2025-06-13,CL000003,206.1,EUR,Credit,Security,LJXLMMFG,International Capital
TR00000709,2025-06-16,CL000003,987.92,USD,Credit,Wire Transfer,KXLGGBIU,Global Commerce Partners
TR00000710,2025-06-18,CL000003,524.46,AUD,Debit,Security,WPDZAF2M,Beta Partners
TR00000711,2025-06-15,CL000003,1981.72,CHF,Credit,Wire Transfer,FIPFAUHC,United Limited
TR00000712,2025-06-27,CL000003,704.5,JPY,Credit,Wire Transfer,FIPFAUHC,Alpha Wealth Holdings
TR00000713,2025-07-25,CL000003,470.89,EUR,Credit,Security,SSKLDEK5,Beta Investments
TR00000714,2025-07-18,CL000003,189.11,USD,Credit,Security,OQXVCUCF,United Holdings
TR00000715,2025-07-08,CL000003,609.81,EUR,Debit,Wire Transfer,QFXWAUCI,Prime Asset Corp
TR00000716,2025-07-29,CL000003,1376.31,CHF,Debit,Security,CAOZYEMX,First Wealth Group
TR00000717,2025-07-29,CL000003,2211.66,CHF,Credit,Cash,OITLIR36,United Corp
TR00000718,2025-07-09,CL000003,2878.0,CHF,Debit,Wire Transfer,NQQXMM1Q,Global Wealth Partners
TR00000719,2025-07-18,CL000003,313.65,CHF,Debit,Security,LJXLMMFG,Omega Group
TR00000720,2025-07-08,CL000003,451.22,EUR,Debit,Security,CAOZYEMX,Omega Trading
TR00000721,2025-07-09,CL000003,277.61,EUR,Credit,Wire Transfer,QMUCLYHY,Prime Corp
TR00000722,2025-07-17,CL000003,976.53,USD,Debit,Wire Transfer,UECLNLPQ,Prime Commerce Capital
TR00000723,2025-08-01,CL000003,547.87,CHF,Credit,Wire Transfer,NEXWCAKX,International Limited
TR00000724,2025-07-10,CL000003,2706.93,USD,Debit,Wire Transfer,YWWJNOF4,International AG
TR00000725,2025-07-17,CL000003,4826.77,EUR,Debit,Wire Transfer,GCGOSDFO,First Capital
TR00000726,2025-07-10,CL000003,345.0,EUR,Debit,Cheque,MTWDUSFY,Beta Investments
TR00000727,2025-08-01,CL000003,802.94,USD,Credit,Wire Transfer,PTLXIRUZ,United AG
TR00000728,2025-07-30,CL000003,764.38,CHF,Debit,Security,SYNMCUCB,Global Corp
TR00000729,2025-07-10,CL000003,466.48,GBP,Credit,Cash,XUFUIRZQ,Global AG
TR00000730,2025-07-23,CL000003,935.11,CHF,Credit,Cheque,YGIUHKFB,Premier AG
TR00000731,2025-07-10,CL000003,624.99,CHF,Credit,Cash,HMIZSOJ5,Prime Trading
TR00000732,2025-07-28,CL000003,537.17,CHF,Debit,Wire Transfer,DNTELYHR,Omega Partners
TR00000733,2025-07-18,CL000003,5498.78,CHF,Credit,Wire Transfer,NTUXSYRJ,Alpha Partners
TR00000734,2025-07-05,CL000003,4060.0,EUR,Debit,Security,GFYWGBLX,Global Limited
TR00000735,2025-07-08,CL000003,1354.0,EUR,Debit,Cash,,
TR00000736,2025-08-25,CL000003,466.85,EUR,Debit,Wire Transfer,SSKLDEK5,Global Investments
TR00000737,2025-08-17,CL000003,1834.81,EUR,Credit,Security,HPSFDKWJ,First Limited
TR00000738,2025-08-29,CL000003,7281.6,CHF,Debit,Wire Transfer,LZZBNOHJ,Prime GmbH
TR00000739,2025-08-15,CL000003,2101.65,EUR,Debit,Security,YUQRCU7P,Elite Holdings
TR00000740,2025-08-30,CL000003,969.77,USD,Credit,Cash,SSKLDEK5,Premier Investments
TR00000741,2025-08-11,CL000003,4634.88,EUR,Debit,Cash,,
TR00000742,2025-08-15,CL000003,3829.13,EUR,Debit,Wire Transfer,YRCXUS11,Premier GmbH
TR00000743,2025-08-07,CL000003,256.45,USD,Credit,Wire Transfer,KXLGGBIU,Omega Limited
TR00000744,2025-08-05,CL000003,300.99,CHF,Debit,Cheque,ZNDRJP8F,Elite AG
TR00000745,2025-08-07,CL000003,1148.71,CHF,Debit,Cash,,
TR00000746,2025-08-12,CL000003,240.46,CHF,Credit,Security,VOXTKPRJ,Omega Capital
TR00000747,2025-08-20,CL000003,903.6,USD,Debit,Wire Transfer,MYHKSY64,First Group
TR00000748,2025-08-27,CL000003,421.26,CHF,Debit,Security,PIULLU9E,Omega Group
TR00000749,2025-08-17,CL000003,838.91,CHF,Credit,Security,YUHSSE02,International Capital
TR00000750,2025-08-03,CL000003,3636.1,USD,Debit,Wire Transfer,SHIKSGOK,Elite Wealth Limited
TR00000751,2025-08-20,CL000003,278.31,CNY,Credit,Wire Transfer,OQXVCUCF,Elite Holdings
TR00000752,2025-08-16,CL000003,1866.82,EUR,Credit,Cash,PDDIAT62,Beta Limited
TR00000753,2025-08-04,CL000003,1682.59,CHF,Credit,Wire Transfer,ESEJFR9X,International Partners
TR00000754,2025-08-28,CL000003,1249.34,USD,Debit,Security,ENLHBY9P,Premier GmbH
TR00000755,2025-08-16,CL000003,541.41,USD,Debit,Wire Transfer,TEKHDEH1,United Trade AG
TR00000756,2025-08-20,CL000003,557.81,CHF,Debit,Security,LIIZRUOS,United AG
TR00000757,2025-09-07,CL000003,1152.84,JPY,Credit,Security,OCYRFIFB,Elite Capital
TR00000758,2025-09-23,CL000003,1208.87,EUR,Credit,Wire Transfer,YUHSSE02,Prime Financial Partners
TR00000759,2025-09-22,CL000003,289.99,USD,Debit,Wire Transfer,SSKLDEK5,Prime Commerce Corp
TR00000760,2025-09-03,CL000003,496.98,CHF,Credit,Security,UWVGBE2D,United Trade Trading
TR00000761,2025-09-27,CL000003,281.86,USD,Credit,Wire Transfer,UJXHSDVP,Beta Limited
TR00000762,2025-09-05,CL000003,5173.46,GBP,Debit,Wire Transfer,TRHRHKWD,Elite Corp
TR00000763,2025-09-25,CL000003,450.7,CHF,Credit,Cash,JHSDSOBB,Omega Trading
TR00000764,2025-09-09,CL000003,1748.32,CHF,Credit,Cash,YWWJNOF4,Elite Wealth Limited
TR00000765,2025-09-13,CL000003,793.36,CHF,Credit,Wire Transfer,XUFUIRZQ,First Financial Investments
TR00000766,2025-09-10,CL000003,1594.47,AUD,Debit,Wire Transfer,YUQRCU7P,Elite Capital
TR00000767,2025-09-05,CL000003,404.11,EUR,Credit,Wire Transfer,PIULLU9E,Global Commerce Investments
TR00000768,2025-09-16,CL000003,123.43,EUR,Credit,Wire Transfer,BIBMSE7T,Global Financial Capital
TR00000769,2025-09-01,CL000003,680.97,GBP,Credit,Wire Transfer,MXVCDKPJ,International Corp
