transaction_id,date,client_id,amount_chf,original_currency,direction,type,counterparty_bank,counterparty_entity
TR00000867,2025-03-31,CL000004,270.7,USD,Credit,Wire Transfer,XUFUIRZQ,Alpha AG
TR00000868,2025-03-10,CL000004,3341.3,CHF,Debit,Wire Transfer,ESEJFR9X,Prime Group
TR00000869,2025-03-14,CL000004,428.66,CHF,Credit,Wire Transfer,ZVZYNL4F,Global Commerce Group
TR00000870,2025-03-21,CL000004,598.49,GBP,Credit,Wire Transfer,NEXWCAKX,United Investments
TR00000871,2025-03-12,CL000004,4314.55,GBP,Debit,Wire Transfer,NPZYJP1Y,Premier Capital
TR00000872,2025-03-09,CL000004,2150.91,CAD,Debit,Wire Transfer,CJJIDEJB,Prime Capital
TR00000873,2025-03-10,CL000004,440.78,EUR,Debit,Security,DXGPNOWP,International Partners
TR00000874,2025-03-24,CL000004,194.7,EUR,Debit,Wire Transfer,ISHGLYEG,Premier Partners
TR00000875,2025-03-06,CL000004,1931.7,USD,Credit,Wire Transfer,YCZEBE8J,International Investments
TR00000876,2025-03-06,CL000004,2193.0,EUR,Debit,Wire Transfer,PKPMUSJT,United Asset Investments
TR00000877,2025-03-17,CL000004,3269.49,USD,Credit,Wire Transfer,YUHSSE02,Premier Limited
TR00000878,2025-03-06,CL000004,5060.38,CHF,Credit,Wire Transfer,HTOHCUEY,Omega Wealth Trading
TR00000879,2025-04-01,CL000004,1176.9,CHF,Debit,Wire Transfer,TLPJUS9E,International GmbH
TR00000880,2025-03-29,CL000004,290.43,CHF,Credit,Wire Transfer,XZNXSYVX,Elite Capital
TR00000881,2025-03-17,CL000004,1608.77,GBP,Credit,Cash,ORIMVELR,Omega Investments
TR00000882,2025-03-20,CL000004,746.32,CHF,Credit,Wire Transfer,SYNMCUCB,First Commerce Corp
TR00000883,2025-03-23,CL000004,1684.18,USD,Credit,Wire Transfer,DDROYEHZ,Prime Group
TR00000884,2025-03-24,CL000004,6677.53,USD,Debit,Security,ESEJFR9X,Beta Holdings
TR00000885,2025-03-31,CL000004,2716.06,JPY,Debit,Wire Transfer,DDROYEHZ,Alpha Investments
TR00000886,2025-04-21,CL000004,2216.06,USD,Credit,Wire Transfer,JHSDSOBB,Beta Partners
TR00000887,2025-04-07,CL000004,480.99,USD,Debit,Cash,,
TR00000888,2025-04-09,CL000004,854.62,CHF,Credit,Wire Transfer,CAOZYEMX,First AG
TR00000889,2025-04-30,CL000004,1098.21,EUR,Credit,Wire Transfer,VOXTKPRJ,Global Financial Holdings
TR00000890,2025-04-06,CL000004,341.21,AUD,Debit,Security,GQTNKPWJ,Prime Wealth Limited
TR00000891,2025-04-19,CL000004,2316.62,CHF,Credit,Wire Transfer,RYDDDKDT,United Wealth Capital
TR00000892,2025-05-03,CL000004,430.72,CHF,Debit,Wire Transfer,TEPTYEE3,Global AG
TR00000893,2025-04-12,CL000004,804.96,EUR,Debit,Cash,,
TR00000894,2025-04-30,CL000004,699.02,EUR,Debit,Cash,,
TR00000895,2025-04-15,CL000004,1609.77,EUR,Credit,Wire Transfer,WKQEAT75,International Investments
TR00000896,2025-04-14,CL000004,2234.78,JPY,Credit,Security,LZZBNOHJ,Prime Commerce Corp
TR00000897,2025-04-21,CL000004,1391.02,USD,Credit,Wire Transfer,TEKHDEH1,Premier Financial Investments
TR00000898,2025-04-16,CL000004,2761.4,USD,Debit,Wire Transfer,LIIZRUOS,Premier Group
TR00000899,2025-04-27,CL000004,5723.53,USD,Credit,Wire Transfer,GSSBKPOT,Premier Investments
TR00000900,2025-04-11,CL000004,1726.64,GBP,Credit,Wire Transfer,KFKXKPVZ,International GmbH
TR00000901,2025-04-25,CL000004,411.08,CHF,Debit,Wire Transfer,SKRJJP6Q,Global Asset Trading
TR00000902,2025-05-25,CL000004,2750.15,GBP,Credit,Security,OBYCSD1W,United Holdings
TR00000903,2025-05-04,CL000004,174.82,CHF,Debit,Wire Transfer,CAOZYEMX,International Asset Capital
TR00000904,2025-05-15,CL000004,3334.6,EUR,Debit,Wire Transfer,CJJIDEJB,Global Holdings
TR00000905,2025-05-19,CL000004,259.76,EUR,Credit,Wire Transfer,DXGPNOWP,Omega Investments
TR00000906,2025-05-08,CL000004,313.53,GBP,Debit,Wire Transfer,YCZEBE8J,Prime Commerce Trading
TR00000907,2025-05-17,CL000004,1310.52,USD,Credit,Wire Transfer,MKRUSY04,Omega GmbH
TR00000908,2025-05-10,CL000004,193.23,CHF,Credit,Wire Transfer,GYLWNLTB,Global Investments
TR00000909,2025-05-10,CL000004,1518.78,EUR,Debit,Cash,,
TR00000910,2025-05-31,CL000004,620.75,CHF,Credit,Security,PZRADK3K,International Corp
TR00000911,2025-05-15,CL000004,1095.78,CHF,Credit,Cash,MWXESEAO,Prime Holdings
TR00000912,2025-05-31,CL000004,1095.07,CHF,Debit,Security,TEKHDEH1,Alpha Capital
TR00000913,2025-05-13,CL000004,451.33,CHF,Debit,Wire Transfer,WWFVBEQK,Elite Wealth Limited
TR00000914,2025-05-06,CL000004,1066.07,JPY,Credit,Wire Transfer,ZHQKBE9T,Prime Wealth Holdings
TR00000915,2025-05-21,CL000004,1866.57,USD,Debit,Wire Transfer,JKDRIR64,Global Limited
TR00000916,2025-06-04,CL000004,813.63,EUR,Debit,Wire Transfer,SKRJJP6Q,United GmbH
TR00000917,2025-06-25,CL000004,694.62,CHF,Debit,Wire Transfer,MXVCDKPJ,First Capital
TR00000918,2025-06-07,CL000004,441.4,GBP,Debit,Wire Transfer,PZRADK3K,Premier Trading
TR00000919,2025-06-27,CL000004,1287.98,CHF,Credit,Wire Transfer,ZVZYNL4F,Alpha Group
TR00000920,2025-06-24,CL000004,424.69,GBP,Debit,Wire Transfer,OXDDIRQT,International Capital
TR00000921,2025-06-11,CL000004,1159.65,EUR,Debit,Wire Transfer,OXDDIRQT,Omega Limited
TR00000922,2025-06-23,CL000004,473.37,EUR,Debit,Wire Transfer,HMIZSOJ5,Premier Investments
TR00000923,2025-06-27,CL000004,2250.7,AUD,Debit,Wire Transfer,LJNIAF43,First Commerce GmbH
TR00000924,2025-06-19,CL000004,701.58,AUD,Credit,Cheque,DNTELYHR,Omega Limited
TR00000925,2025-06-19,CL000004,2521.48,CHF,Credit,Wire Transfer,LIIZRUOS,Prime Partners
TR00000926,2025-06-27,CL000004,1439.39,CHF,Debit,Security,CGCHFRWN,Prime Group
TR00000927,2025-06-25,CL000004,687.53,EUR,Debit,Wire Transfer,TLPJUS9E,First Wealth Limited
TR00000928,2025-06-06,CL000004,851.44,AUD,Credit,Wire Transfer,JHSDSOBB,Global Corp
TR00000929,2025-06-22,CL000004,478.22,GBP,Debit,Cheque,IDZEFIPZ,Alpha GmbH
TR00000930,2025-06-13,CL000004,1107.73,CHF,Debit,Wire Transfer,GYLWNLTB,International Commerce Investments
TR00000931,2025-06-15,CL000004,4047.24,CHF,Debit,Wire Transfer,ZNDRJP8F,Elite Group
TR00000932,2025-06-03,CL000004,12803.77,USD,Credit,Cash,OCYRFIFB,United Commerce Capital
TR00000933,2025-06-30,CL000004,1320.03,GBP,Credit,Wire Transfer,ENLHBY9P,Elite Financial Limited
TR00000934,2025-06-08,CL000004,2509.68,EUR,Debit,Security,XEBLLUS3,Elite Trading
TR00000935,2025-06-29,CL000004,7119.22,JPY,Debit,Wire Transfer,RYDDDKDT,Premier Trading
TR00000936,2025-06-24,CL000004,761.21,JPY,Debit,Wire Transfer,YGIUHKFB,Premier Asset Limited
TR00000937,2025-06-10,CL000004,2508.97,EUR,Credit,Cheque,PKPMUSJT,Omega Investments
TR00000938,2025-06-17,CL000004,521.63,CHF,Credit,Wire Transfer,CJJIDEJB,Premier Partners
TR00000939,2025-06-27,CL000004,1021.11,CHF,Credit,Wire Transfer,XUFUIRZQ,Prime Investments
TR00000940,2025-06-04,CL000004,662.71,USD,Credit,Security,MXVCDKPJ,Prime Limited
TR00000941,2025-07-27,CL000004,2586.7,USD,Debit,Wire Transfer,UQTYYEHA,Global Investments
TR00000942,2025-07-11,CL000004,713.79,USD,Credit,Security,PZRADK3K,Global Group
TR00000943,2025-07-23,CL000004,469.79,CNY,Credit,Wire Transfer,OHZDZW1V,International Corp
TR00000944,2025-07-03,CL000004,945.15,EUR,Credit,Wire Transfer,TPAFBYY4,Elite Wealth Holdings
TR00000945,2025-07-10,CL000004,685.16,GBP,Debit,Security,PTLXIRUZ,Alpha Financial Investments
TR00000946,2025-07-23,CL000004,868.73,AUD,Credit,Wire Transfer,OQXVCUCF,Premier Corp
TR00000947,2025-07-18,CL000004,576.68,CHF,Credit,Wire Transfer,ZVWAAT0L,Premier GmbH
TR00000948,2025-07-17,CL000004,1386.65,CHF,Debit,Cash,,
TR00000949,2025-07-19,CL000004,904.05,CNY,Debit,Wire Transfer,GQTNKPWJ,Alpha Investments
TR00000950,2025-07-04,CL000004,2504.3,CAD,Credit,Security,AIAYCA53,Alpha Group
TR00000951,2025-07-25,CL000004,472.85,CHF,Credit,Wire Transfer,OXDDIRQT,Beta Partners
TR00000952,2025-07-22,CL000004,2935.29,USD,Credit,Wire Transfer,SZNHLYDG,Prime Trade Partners
TR00000953,2025-07-28,CL000004,290.43,CHF,Debit,Wire Transfer,MKRUSY04,Beta Corp
TR00000954,2025-07-28,CL000004,440.46,USD,Credit,Wire Transfer,PATVBYU1,International Commerce Capital
TR00000955,2025-07-03,CL000004,3179.63,USD,Credit,Security,SKRJJP6Q,Prime Limited
TR00000956,2025-07-23,CL000004,1715.82,CHF,Debit,Wire Transfer,IDZEFIPZ,Elite Trade Investments
TR00000957,2025-07-29,CL000004,3712.77,EUR,Credit,Security,SSKLDEK5,First Capital
TR00000958,2025-07-28,CL000004,964.19,USD,Debit,Wire Transfer,WWFVBEQK,International Holdings
TR00000959,2025-07-24,CL000004,753.05,CHF,Credit,Wire Transfer,MKRUSY04,Beta GmbH
TR00000960,2025-07-09,CL000004,2310.01,USD,Credit,Security,TEPTYEE3,Elite AG
TR00000961,2025-07-14,CL000004,170.11,EUR,Debit,Wire Transfer,HPMNLYP0,First Capital
TR00000962,2025-07-18,CL000004,641.49,USD,Credit,Wire Transfer,WPSBFRIK,Prime GmbH
TR00000963,2025-07-23,CL000004,1680.21,CHF,Credit,Security,NPZYJP1Y,Global Corp
TR00000964,2025-07-17,CL000004,427.8,EUR,Credit,Wire Transfer,ZHQKBE9T,First Corp
TR00000965,2025-07-09,CL000004,2136.0,EUR,Debit,Security,BIBMSE7T,Global Group
TR00000966,2025-08-19,CL000004,4216.94,EUR,Debit,Wire Transfer,MWXESEAO,Alpha Corp
TR00000967,2025-08-16,CL000004,1288.64,CHF,Credit,Security,RVUFGBBL,United AG
TR00000968,2025-08-07,CL000004,367.81,USD,Debit,Security,NTUXSYRJ,Beta Financial Holdings
TR00000969,2025-08-12,CL000004,2008.19,CHF,Debit,Wire Transfer,YUQRCU7P,Prime Asset Trading
TR00000970,2025-08-19,CL000004,631.08,EUR,Credit,Wire Transfer,SHIKSGOK,Beta GmbH
TR00000971,2025-08-20,CL000004,167.3,AUD,Debit,Wire Transfer,ZVZYNL4F,United AG
TR00000972,2025-08-26,CL000004,280.3,USD,Credit,Wire Transfer,LJXLMMFG,United Financial Corp
TR00000973,2025-08-29,CL000004,1534.6,EUR,Credit,Wire Transfer,NEXWCAKX,Beta GmbH
TR00000974,2025-08-12,CL000004,1202.08,USD,Credit,Security,OXDDIRQT,United Partners
TR00000975,2025-08-22,CL000004,1277.78,GBP,Debit,Wire Transfer,UWVGBE2D,First Corp
TR00000976,2025-08-17,CL000004,6670.58,CHF,Debit,Wire Transfer,NTUXSYRJ,Prime Wealth Investments
TR00000977,2025-08-31,CL000004,1259.03,EUR,Debit,Wire Transfer,DNTELYHR,Omega Capital
TR00000978,2025-08-21,CL000004,2202.75,CHF,Debit,Wire Transfer,PATVBYU1,Elite Financial Group
TR00000979,2025-08-14,CL000004,1176.29,EUR,Debit,Wire Transfer,PTLXIRUZ,First Asset Corp
TR00000980,2025-08-27,CL000004,4486.26,GBP,Debit,Wire Transfer,JHSDSOBB,First AG
TR00000981,2025-08-21,CL000004,1966.54,GBP,Credit,Cash,YRCXUS11,Premier AG
TR00000982,2025-08-11,CL000004,1746.04,EUR,Credit,Security,CHHIKPTE,Alpha Commerce Investments
TR00000983,2025-08-03,CL000004,227.25,JPY,Credit,Wire Transfer,IDZEFIPZ,Prime AG
TR00000984,2025-08-11,CL000004,4153.89,CHF,Debit,Security,KFKXKPVZ,Omega Capital
TR00000985,2025-09-23,CL000004,5703.79,EUR,Credit,Cheque,SRZCNLOM,Elite Trade Group
TR00000986,2025-09-25,CL000004,3627.38,USD,Credit,Wire Transfer,PTLXIRUZ,United Capital
TR00000987,2025-09-25,CL000004,238.03,CHF,Debit,Wire Transfer,XEBLLUS3,Global Limited
TR00000988,2025-09-02,CL000004,2036.21,CHF,Debit,Wire Transfer,WPDZAF2M,United Asset Trading
TR00000989,2025-09-01,CL000004,1240.86,CHF,Debit,Cash,,
TR00000990,2025-09-03,CL000004,3745.37,CHF,Debit,Security,KFKXKPVZ,Prime Capital
TR00000991,2025-09-05,CL000004,538.25,USD,Debit,Cash,,
TR00000992,2025-09-18,CL000004,624.81,EUR,Debit,Wire Transfer,TRHRHKWD,Beta Limited
TR00000993,2025-09-04,CL000004,143.14,CHF,Debit,Wire Transfer,UQTYYEHA,Global Investments
TR00000994,2025-09-10,CL000004,391.29,USD,Credit,Wire Transfer,PZRADK3K,Beta Commerce Corp
TR00000995,2025-09-05,CL000004,838.86,USD,Debit,Wire Transfer,SYNMCUCB,First AG
TR00000996,2025-09-22,CL000004,1874.51,USD,Debit,Cash,,
TR00000997,2025-09-18,CL000004,461.1,USD,Credit,Wire Transfer,DDROYEHZ,Alpha Holdings
TR00000998,2025-09-11,CL000004,5322.63,CHF,Credit,Wire Transfer,PDDIAT62,International AG
TR00000999,2025-09-12,CL000004,965.35,EUR,Debit,Wire Transfer,NZJOFR3W,Beta Partners
TR00001000,2025-09-06,CL000004,5613.74,CHF,Debit,Cheque,HPSFDKWJ,Elite Wealth AG
TR00001001,2025-09-15,CL000004,1408.32,EUR,Credit,Wire Transfer,VOXTKPRJ,United Commerce Capital
TR00001002,2025-09-15,CL000004,498.06,EUR,Debit,Cash,,
